Days,Tray,Position,Species,Genotype,UniqueCode,Predation,Mortality,Cumulative,Coral
42,B087,F3,PCLI,PCLI02,41,NA,NA,Y,Pseudodiploria clivosa
0,B087,F7,ACER,ACER01,42,N,0,N,Acropora cervicornis
1,B087,F7,ACER,ACER01,42,N,0,N,Acropora cervicornis
2,B087,F7,ACER,ACER01,42,N,0,N,Acropora cervicornis
7,B087,F7,ACER,ACER01,42,N,0,N,Acropora cervicornis
14,B087,F7,ACER,ACER01,42,N,0,N,Acropora cervicornis
21,B087,F7,ACER,ACER01,42,N,0,N,Acropora cervicornis
28,B087,F7,ACER,ACER01,42,N,0,N,Acropora cervicornis
35,B087,F7,ACER,ACER01,42,N,0,N,Acropora cervicornis
42,B087,F7,ACER,ACER01,42,NA,NA,N,Acropora cervicornis
0,B087,F9,PAST,PAST01,43,N,0,N,Porites astreoides
1,B087,F9,PAST,PAST01,43,N,0,N,Porites astreoides
2,B087,F9,PAST,PAST01,43,N,0,N,Porites astreoides
7,B087,F9,PAST,PAST01,43,Y,15,Y,Porites astreoides
14,B087,F9,PAST,PAST01,43,Y,70,Y,Porites astreoides
21,B087,F9,PAST,PAST01,43,NA,NA,Y,Porites astreoides
28,B087,F9,PAST,PAST01,43,NA,NA,Y,Porites astreoides
35,B087,F9,PAST,PAST01,43,NA,NA,Y,Porites astreoides
42,B087,F9,PAST,PAST01,43,NA,NA,Y,Porites astreoides
0,B087,G2,OFAV,OFAV04,44,N,0,N,Orbicella faveolata
1,B087,G2,OFAV,OFAV04,44,N,0,N,Orbicella faveolata
2,B087,G2,OFAV,OFAV04,44,N,0,N,Orbicella faveolata
7,B087,G2,OFAV,OFAV04,44,Y,15,Y,Orbicella faveolata
14,B087,G2,OFAV,OFAV04,44,Y,20,Y,Orbicella faveolata
21,B087,G2,OFAV,OFAV04,44,NA,NA,Y,Orbicella faveolata
28,B087,G2,OFAV,OFAV04,44,NA,NA,Y,Orbicella faveolata
35,B087,G2,OFAV,OFAV04,44,NA,NA,Y,Orbicella faveolata
42,B087,G2,OFAV,OFAV04,44,NA,NA,Y,Orbicella faveolata
0,B087,G4,PSTR,PSTR06,45,N,0,N,Pseudodiploria strigosa
1,B087,G4,PSTR,PSTR06,45,N,0,N,Pseudodiploria strigosa
2,B087,G4,PSTR,PSTR06,45,N,0,N,Pseudodiploria strigosa
7,B087,G4,PSTR,PSTR06,45,Y,10,Y,Pseudodiploria strigosa
14,B087,G4,PSTR,PSTR06,45,Y,90,Y,Pseudodiploria strigosa
21,B087,G4,PSTR,PSTR06,45,NA,90,Y,Pseudodiploria strigosa
28,B087,G4,PSTR,PSTR06,45,NA,90,Y,Pseudodiploria strigosa
35,B087,G4,PSTR,PSTR06,45,NA,90,Y,Pseudodiploria strigosa
42,B087,G4,PSTR,PSTR06,45,NA,90,Y,Pseudodiploria strigosa
0,B087,G6,OFAV,OFAV05,46,N,0,N,Orbicella faveolata
1,B087,G6,OFAV,OFAV05,46,N,0,N,Orbicella faveolata
2,B087,G6,OFAV,OFAV05,46,N,0,N,Orbicella faveolata
7,B087,G6,OFAV,OFAV05,46,Y,5,Y,Orbicella faveolata
14,B087,G6,OFAV,OFAV05,46,Y,40,Y,Orbicella faveolata
21,B087,G6,OFAV,OFAV05,46,NA,NA,Y,Orbicella faveolata
28,B087,G6,OFAV,OFAV05,46,NA,NA,Y,Orbicella faveolata
35,B087,G6,OFAV,OFAV05,46,NA,NA,Y,Orbicella faveolata
42,B087,G6,OFAV,OFAV05,46,NA,NA,Y,Orbicella faveolata
0,B087,G10,OFAV,OFAV04,47,N,0,N,Orbicella faveolata
1,B087,G10,OFAV,OFAV04,47,N,0,N,Orbicella faveolata
2,B087,G10,OFAV,OFAV04,47,N,0,N,Orbicella faveolata
7,B087,G10,OFAV,OFAV04,47,Y,10,Y,Orbicella faveolata
14,B087,G10,OFAV,OFAV04,47,Y,60,Y,Orbicella faveolata
21,B087,G10,OFAV,OFAV04,47,NA,NA,Y,Orbicella faveolata
28,B087,G10,OFAV,OFAV04,47,NA,NA,Y,Orbicella faveolata
35,B087,G10,OFAV,OFAV04,47,NA,NA,Y,Orbicella faveolata
42,B087,G10,OFAV,OFAV04,47,NA,NA,Y,Orbicella faveolata
0,B088,A2,OFAV,OFAV01,48,N,0,N,Orbicella faveolata
1,B088,A2,OFAV,OFAV01,48,N,0,N,Orbicella faveolata
2,B088,A2,OFAV,OFAV01,48,N,0,N,Orbicella faveolata
7,B088,A2,OFAV,OFAV01,48,Y,5,Y,Orbicella faveolata
14,B088,A2,OFAV,OFAV01,48,Y,20,Y,Orbicella faveolata
21,B088,A2,OFAV,OFAV01,48,NA,NA,Y,Orbicella faveolata
28,B088,A2,OFAV,OFAV01,48,NA,NA,Y,Orbicella faveolata
35,B088,A2,OFAV,OFAV01,48,NA,NA,Y,Orbicella faveolata
42,B088,A2,OFAV,OFAV01,48,NA,NA,Y,Orbicella faveolata
0,B088,A4,APAL,APAL02,49,N,0,N,Acropora palmata
1,B088,A4,APAL,APAL02,49,N,0,N,Acropora palmata
2,B088,A4,APAL,APAL02,49,N,0,N,Acropora palmata
7,B088,A4,APAL,APAL02,49,N,0,N,Acropora palmata
14,B088,A4,APAL,APAL02,49,N,0,N,Acropora palmata
21,B088,A4,APAL,APAL02,49,N,0,N,Acropora palmata
28,B088,A4,APAL,APAL02,49,N,0,N,Acropora palmata
35,B088,A4,APAL,APAL02,49,N,0,N,Acropora palmata
42,B088,A4,APAL,APAL02,49,NA,NA,N,Acropora palmata
0,B088,A8,DLAB,DLAB01,50,N,0,N,Diploria labyrinthiformis
1,B088,A8,DLAB,DLAB01,50,N,0,N,Diploria labyrinthiformis
2,B088,A8,DLAB,DLAB01,50,N,0,N,Diploria labyrinthiformis
7,B088,A8,DLAB,DLAB01,50,N,0,N,Diploria labyrinthiformis
14,B088,A8,DLAB,DLAB01,50,N,0,N,Diploria labyrinthiformis
21,B088,A8,DLAB,DLAB01,50,N,0,N,Diploria labyrinthiformis
28,B088,A8,DLAB,DLAB01,50,N,0,N,Diploria labyrinthiformis
35,B088,A8,DLAB,DLAB01,50,N,0,N,Diploria labyrinthiformis
42,B088,A8,DLAB,DLAB01,50,NA,NA,N,Diploria labyrinthiformis
0,B088,A10,PSTR,PSTR06,51,N,0,N,Pseudodiploria strigosa
1,B088,A10,PSTR,PSTR06,51,N,0,N,Pseudodiploria strigosa
2,B088,A10,PSTR,PSTR06,51,N,0,N,Pseudodiploria strigosa
7,B088,A10,PSTR,PSTR06,51,Y,20,Y,Pseudodiploria strigosa
14,B088,A10,PSTR,PSTR06,51,NA,20,Y,Pseudodiploria strigosa
21,B088,A10,PSTR,PSTR06,51,NA,20,Y,Pseudodiploria strigosa
28,B088,A10,PSTR,PSTR06,51,NA,20,Y,Pseudodiploria strigosa
35,B088,A10,PSTR,PSTR06,51,NA,20,Y,Pseudodiploria strigosa
42,B088,A10,PSTR,PSTR06,51,NA,20,Y,Pseudodiploria strigosa
0,B088,B1,PAST,PAST02,52,N,0,N,Porites astreoides
1,B088,B1,PAST,PAST02,52,N,0,N,Porites astreoides
2,B088,B1,PAST,PAST02,52,N,0,N,Porites astreoides
7,B088,B1,PAST,PAST02,52,Y,15,Y,Porites astreoides
14,B088,B1,PAST,PAST02,52,Y,20,Y,Porites astreoides
21,B088,B1,PAST,PAST02,52,NA,NA,Y,Porites astreoides
28,B088,B1,PAST,PAST02,52,NA,NA,Y,Porites astreoides
35,B088,B1,PAST,PAST02,52,NA,NA,Y,Porites astreoides
42,B088,B1,PAST,PAST02,52,NA,NA,Y,Porites astreoides
0,B088,B3,PAST,PAST01,53,N,0,N,Porites astreoides
1,B088,B3,PAST,PAST01,53,N,0,N,Porites astreoides
2,B088,B3,PAST,PAST01,53,N,0,N,Porites astreoides
7,B088,B3,PAST,PAST01,53,Y,10,Y,Porites astreoides
14,B088,B3,PAST,PAST01,53,Y,20,Y,Porites astreoides
21,B088,B3,PAST,PAST01,53,NA,NA,Y,Porites astreoides
28,B088,B3,PAST,PAST01,53,NA,NA,Y,Porites astreoides
35,B088,B3,PAST,PAST01,53,NA,NA,Y,Porites astreoides
42,B088,B3,PAST,PAST01,53,NA,NA,Y,Porites astreoides
0,B088,B7,PPOR,PPOR01,54,N,0,N,Porites porites
1,B088,B7,PPOR,PPOR01,54,N,0,N,Porites porites
2,B088,B7,PPOR,PPOR01,54,N,0,N,Porites porites
7,B088,B7,PPOR,PPOR01,54,N,0,N,Porites porites
14,B088,B7,PPOR,PPOR01,54,Y,20,Y,Porites porites
21,B088,B7,PPOR,PPOR01,54,NA,20,Y,Porites porites
28,B088,B7,PPOR,PPOR01,54,NA,20,Y,Porites porites
35,B088,B7,PPOR,PPOR01,54,NA,20,Y,Porites porites
42,B088,B7,PPOR,PPOR01,54,NA,20,Y,Porites porites
0,B088,B9,OFAV,OFAV04,55,N,0,N,Orbicella faveolata
1,B088,B9,OFAV,OFAV04,55,N,0,N,Orbicella faveolata
2,B088,B9,OFAV,OFAV04,55,N,0,N,Orbicella faveolata
7,B088,B9,OFAV,OFAV04,55,N,0,N,Orbicella faveolata
14,B088,B9,OFAV,OFAV04,55,N,0,N,Orbicella faveolata
21,B088,B9,OFAV,OFAV04,55,Y,10,Y,Orbicella faveolata
28,B088,B9,OFAV,OFAV04,55,Y,15,Y,Orbicella faveolata
35,B088,B9,OFAV,OFAV04,55,NA,NA,Y,Orbicella faveolata
42,B088,B9,OFAV,OFAV04,55,NA,NA,Y,Orbicella faveolata
0,B088,C2,MCAV,MCAV05,56,N,0,N,Montastraea cavernosa
1,B088,C2,MCAV,MCAV05,56,N,0,N,Montastraea cavernosa
2,B088,C2,MCAV,MCAV05,56,N,0,N,Montastraea cavernosa
7,B088,C2,MCAV,MCAV05,56,N,0,N,Montastraea cavernosa
14,B088,C2,MCAV,MCAV05,56,N,0,N,Montastraea cavernosa
21,B088,C2,MCAV,MCAV05,56,Y,5,Y,Montastraea cavernosa
28,B088,C2,MCAV,MCAV05,56,N,0,Y,Montastraea cavernosa
35,B088,C2,MCAV,MCAV05,56,Y,5,Y,Montastraea cavernosa
42,B088,C2,MCAV,MCAV05,56,NA,NA,Y,Montastraea cavernosa
0,B088,C4,PSTR,PSTR01,57,N,0,N,Pseudodiploria strigosa
1,B088,C4,PSTR,PSTR01,57,N,0,N,Pseudodiploria strigosa
2,B088,C4,PSTR,PSTR01,57,N,0,N,Pseudodiploria strigosa
7,B088,C4,PSTR,PSTR01,57,Y,5,Y,Pseudodiploria strigosa
14,B088,C4,PSTR,PSTR01,57,N,10,Y,Pseudodiploria strigosa
21,B088,C4,PSTR,PSTR01,57,Y,15,Y,Pseudodiploria strigosa
28,B088,C4,PSTR,PSTR01,57,N,15,Y,Pseudodiploria strigosa
35,B088,C4,PSTR,PSTR01,57,NA,NA,Y,Pseudodiploria strigosa
42,B088,C4,PSTR,PSTR01,57,NA,NA,Y,Pseudodiploria strigosa
0,B088,C6,PCLI,PCLI02,58,N,0,N,Pseudodiploria clivosa
1,B088,C6,PCLI,PCLI02,58,N,0,N,Pseudodiploria clivosa
2,B088,C6,PCLI,PCLI02,58,N,0,N,Pseudodiploria clivosa
7,B088,C6,PCLI,PCLI02,58,Y,5,Y,Pseudodiploria clivosa
14,B088,C6,PCLI,PCLI02,58,Y,2,Y,Pseudodiploria clivosa
21,B088,C6,PCLI,PCLI02,58,Y,5,Y,Pseudodiploria clivosa
28,B088,C6,PCLI,PCLI02,58,Y,0,Y,Pseudodiploria clivosa
35,B088,C6,PCLI,PCLI02,58,Y,2,Y,Pseudodiploria clivosa
42,B088,C6,PCLI,PCLI02,58,NA,NA,Y,Pseudodiploria clivosa
0,B088,C8,MCAV,MCAV07,59,N,0,N,Montastraea cavernosa
1,B088,C8,MCAV,MCAV07,59,N,0,N,Montastraea cavernosa
2,B088,C8,MCAV,MCAV07,59,N,0,N,Montastraea cavernosa
7,B088,C8,MCAV,MCAV07,59,Y,5,Y,Montastraea cavernosa
14,B088,C8,MCAV,MCAV07,59,Y,20,Y,Montastraea cavernosa
21,B088,C8,MCAV,MCAV07,59,NA,NA,Y,Montastraea cavernosa
28,B088,C8,MCAV,MCAV07,59,NA,NA,Y,Montastraea cavernosa
35,B088,C8,MCAV,MCAV07,59,NA,NA,Y,Montastraea cavernosa
42,B088,C8,MCAV,MCAV07,59,NA,NA,Y,Montastraea cavernosa
0,B088,C10,DLAB,DLAB02,60,N,0,N,Diploria labyrinthiformis
1,B088,C10,DLAB,DLAB02,60,N,0,N,Diploria labyrinthiformis
2,B088,C10,DLAB,DLAB02,60,N,0,N,Diploria labyrinthiformis
7,B088,C10,DLAB,DLAB02,60,N,0,N,Diploria labyrinthiformis
14,B088,C10,DLAB,DLAB02,60,N,0,N,Diploria labyrinthiformis
21,B088,C10,DLAB,DLAB02,60,N,0,N,Diploria labyrinthiformis
28,B088,C10,DLAB,DLAB02,60,N,0,N,Diploria labyrinthiformis
35,B088,C10,DLAB,DLAB02,60,N,0,N,Diploria labyrinthiformis
42,B088,C10,DLAB,DLAB02,60,NA,NA,N,Diploria labyrinthiformis
0,B088,E2,PSTR,PSTR05,61,N,0,N,Pseudodiploria strigosa
1,B088,E2,PSTR,PSTR05,61,N,0,N,Pseudodiploria strigosa
2,B088,E2,PSTR,PSTR05,61,Y,100,Y,Pseudodiploria strigosa
7,B088,E2,PSTR,PSTR05,61,Y,100,Y,Pseudodiploria strigosa
14,B088,E2,PSTR,PSTR05,61,Y,100,Y,Pseudodiploria strigosa
21,B088,E2,PSTR,PSTR05,61,Y,100,Y,Pseudodiploria strigosa
28,B088,E2,PSTR,PSTR05,61,Y,100,Y,Pseudodiploria strigosa
35,B088,E2,PSTR,PSTR05,61,Y,100,Y,Pseudodiploria strigosa
42,B088,E2,PSTR,PSTR05,61,NA,NA,Y,Pseudodiploria strigosa
0,B088,E4,ACER,ACER01,62,N,0,N,Acropora cervicornis
1,B088,E4,ACER,ACER01,62,N,0,N,Acropora cervicornis
2,B088,E4,ACER,ACER01,62,N,0,N,Acropora cervicornis
7,B088,E4,ACER,ACER01,62,N,0,N,Acropora cervicornis
14,B088,E4,ACER,ACER01,62,N,0,N,Acropora cervicornis
21,B088,E4,ACER,ACER01,62,N,0,N,Acropora cervicornis
28,B088,E4,ACER,ACER01,62,N,0,N,Acropora cervicornis
35,B088,E4,ACER,ACER01,62,N,0,N,Acropora cervicornis
42,B088,E4,ACER,ACER01,62,NA,NA,N,Acropora cervicornis
0,B088,E10,ACER,ACER02,63,N,0,N,Acropora cervicornis
1,B088,E10,ACER,ACER02,63,N,0,N,Acropora cervicornis
2,B088,E10,ACER,ACER02,63,N,0,N,Acropora cervicornis
7,B088,E10,ACER,ACER02,63,N,0,N,Acropora cervicornis
14,B088,E10,ACER,ACER02,63,N,0,N,Acropora cervicornis
21,B088,E10,ACER,ACER02,63,N,0,N,Acropora cervicornis
28,B088,E10,ACER,ACER02,63,N,0,N,Acropora cervicornis
35,B088,E10,ACER,ACER02,63,N,0,N,Acropora cervicornis
42,B088,E10,ACER,ACER02,63,NA,NA,N,Acropora cervicornis
0,B088,F1,ACER,ACER03,64,N,0,N,Acropora cervicornis
1,B088,F1,ACER,ACER03,64,N,0,N,Acropora cervicornis
2,B088,F1,ACER,ACER03,64,N,0,N,Acropora cervicornis
7,B088,F1,ACER,ACER03,64,N,0,N,Acropora cervicornis
14,B088,F1,ACER,ACER03,64,N,0,N,Acropora cervicornis
21,B088,F1,ACER,ACER03,64,N,0,N,Acropora cervicornis
28,B088,F1,ACER,ACER03,64,N,0,N,Acropora cervicornis
35,B088,F1,ACER,ACER03,64,N,0,N,Acropora cervicornis
42,B088,F1,ACER,ACER03,64,NA,NA,N,Acropora cervicornis
0,B088,F3,APAL,APAL03,65,N,0,N,Acropora palmata
1,B088,F3,APAL,APAL03,65,N,0,N,Acropora palmata
2,B088,F3,APAL,APAL03,65,N,0,N,Acropora palmata
7,B088,F3,APAL,APAL03,65,N,0,N,Acropora palmata
14,B088,F3,APAL,APAL03,65,N,0,N,Acropora palmata
21,B088,F3,APAL,APAL03,65,N,0,N,Acropora palmata
28,B088,F3,APAL,APAL03,65,N,0,N,Acropora palmata
35,B088,F3,APAL,APAL03,65,N,0,N,Acropora palmata
42,B088,F3,APAL,APAL03,65,NA,NA,N,Acropora palmata
0,B088,F7,APAL,APAL01,66,N,0,N,Acropora palmata
1,B088,F7,APAL,APAL01,66,N,0,N,Acropora palmata
2,B088,F7,APAL,APAL01,66,N,0,N,Acropora palmata
7,B088,F7,APAL,APAL01,66,N,0,N,Acropora palmata
14,B088,F7,APAL,APAL01,66,N,0,N,Acropora palmata
21,B088,F7,APAL,APAL01,66,N,0,N,Acropora palmata
28,B088,F7,APAL,APAL01,66,N,0,N,Acropora palmata
35,B088,F7,APAL,APAL01,66,N,0,N,Acropora palmata
42,B088,F7,APAL,APAL01,66,NA,NA,N,Acropora palmata
0,B088,G2,PAST,PAST03,67,N,0,N,Porites astreoides
1,B088,G2,PAST,PAST03,67,N,0,N,Porites astreoides
2,B088,G2,PAST,PAST03,67,N,0,N,Porites astreoides
7,B088,G2,PAST,PAST03,67,N,0,N,Porites astreoides
14,B088,G2,PAST,PAST03,67,Y,5,Y,Porites astreoides
21,B088,G2,PAST,PAST03,67,Y,10,Y,Porites astreoides
28,B088,G2,PAST,PAST03,67,Y,20,Y,Porites astreoides
35,B088,G2,PAST,PAST03,67,NA,NA,Y,Porites astreoides
42,B088,G2,PAST,PAST03,67,NA,NA,Y,Porites astreoides
0,B088,G4,PCLI,PCLI04,68,N,5,N,Pseudodiploria clivosa
1,B088,G4,PCLI,PCLI04,68,Y,15,Y,Pseudodiploria clivosa
2,B088,G4,PCLI,PCLI04,68,N,10,Y,Pseudodiploria clivosa
7,B088,G4,PCLI,PCLI04,68,Y,5,Y,Pseudodiploria clivosa
14,B088,G4,PCLI,PCLI04,68,Y,1,Y,Pseudodiploria clivosa
21,B088,G4,PCLI,PCLI04,68,N,0,Y,Pseudodiploria clivosa
28,B088,G4,PCLI,PCLI04,68,N,0,Y,Pseudodiploria clivosa
35,B088,G4,PCLI,PCLI04,68,NA,0,Y,Pseudodiploria clivosa
42,B088,G4,PCLI,PCLI04,68,NA,NA,Y,Pseudodiploria clivosa
0,B088,G6,MCAV,MCAV06,69,N,0,N,Montastraea cavernosa
1,B088,G6,MCAV,MCAV06,69,N,0,N,Montastraea cavernosa
2,B088,G6,MCAV,MCAV06,69,N,0,N,Montastraea cavernosa
7,B088,G6,MCAV,MCAV06,69,N,0,N,Montastraea cavernosa
14,B088,G6,MCAV,MCAV06,69,N,0,N,Montastraea cavernosa
21,B088,G6,MCAV,MCAV06,69,Y,5,Y,Montastraea cavernosa
28,B088,G6,MCAV,MCAV06,69,Y,5,Y,Montastraea cavernosa
35,B088,G6,MCAV,MCAV06,69,NA,NA,Y,Montastraea cavernosa
42,B088,G6,MCAV,MCAV06,69,NA,NA,Y,Montastraea cavernosa
0,B088,G8,PCLI,PCLI01,70,N,0,N,Pseudodiploria clivosa
1,B088,G8,PCLI,PCLI01,70,Y,5,Y,Pseudodiploria clivosa
2,B088,G8,PCLI,PCLI01,70,N,0,Y,Pseudodiploria clivosa
7,B088,G8,PCLI,PCLI01,70,Y,100,Y,Pseudodiploria clivosa
14,B088,G8,PCLI,PCLI01,70,NA,100,Y,Pseudodiploria clivosa
21,B088,G8,PCLI,PCLI01,70,NA,100,Y,Pseudodiploria clivosa
28,B088,G8,PCLI,PCLI01,70,NA,100,Y,Pseudodiploria clivosa
35,B088,G8,PCLI,PCLI01,70,NA,100,Y,Pseudodiploria clivosa
42,B088,G8,PCLI,PCLI01,70,NA,NA,Y,Pseudodiploria clivosa
0,B088,G10,OFAV,OFAV05,71,N,0,N,Orbicella faveolata
1,B088,G10,OFAV,OFAV05,71,N,0,N,Orbicella faveolata
2,B088,G10,OFAV,OFAV05,71,N,0,N,Orbicella faveolata
7,B088,G10,OFAV,OFAV05,71,Y,10,Y,Orbicella faveolata
14,B088,G10,OFAV,OFAV05,71,Y,10,Y,Orbicella faveolata
21,B088,G10,OFAV,OFAV05,71,Y,10,Y,Orbicella faveolata
28,B088,G10,OFAV,OFAV05,71,Y,5,Y,Orbicella faveolata
35,B088,G10,OFAV,OFAV05,71,Y,10,Y,Orbicella faveolata
42,B088,G10,OFAV,OFAV05,71,NA,NA,Y,Orbicella faveolata
0,B089,A2,PAST,PAST01,72,N,0,N,Porites astreoides
1,B089,A2,PAST,PAST01,72,N,0,N,Porites astreoides
2,B089,A2,PAST,PAST01,72,N,0,N,Porites astreoides
7,B089,A2,PAST,PAST01,72,N,0,N,Porites astreoides
14,B089,A2,PAST,PAST01,72,N,0,N,Porites astreoides
21,B089,A2,PAST,PAST01,72,Y,30,Y,Porites astreoides
28,B089,A2,PAST,PAST01,72,NA,NA,Y,Porites astreoides
35,B089,A2,PAST,PAST01,72,NA,NA,Y,Porites astreoides
42,B089,A2,PAST,PAST01,72,NA,NA,Y,Porites astreoides
0,B089,A4,APAL,APAL01,73,N,0,N,Acropora palmata
1,B089,A4,APAL,APAL01,73,N,0,N,Acropora palmata
2,B089,A4,APAL,APAL01,73,N,0,N,Acropora palmata
7,B089,A4,APAL,APAL01,73,N,0,N,Acropora palmata
14,B089,A4,APAL,APAL01,73,N,0,N,Acropora palmata
21,B089,A4,APAL,APAL01,73,N,0,N,Acropora palmata
28,B089,A4,APAL,APAL01,73,N,0,N,Acropora palmata
35,B089,A4,APAL,APAL01,73,N,0,N,Acropora palmata
42,B089,A4,APAL,APAL01,73,NA,NA,N,Acropora palmata
0,B089,A6,PCLI,PCLI02,74,N,0,N,Pseudodiploria clivosa
1,B089,A6,PCLI,PCLI02,74,Y,10,Y,Pseudodiploria clivosa
2,B089,A6,PCLI,PCLI02,74,N,0,Y,Pseudodiploria clivosa
7,B089,A6,PCLI,PCLI02,74,N,0,Y,Pseudodiploria clivosa
14,B089,A6,PCLI,PCLI02,74,Y,15,Y,Pseudodiploria clivosa
21,B089,A6,PCLI,PCLI02,74,NA,15,Y,Pseudodiploria clivosa
28,B089,A6,PCLI,PCLI02,74,NA,15,Y,Pseudodiploria clivosa
35,B089,A6,PCLI,PCLI02,74,NA,15,Y,Pseudodiploria clivosa
42,B089,A6,PCLI,PCLI02,74,NA,NA,Y,Pseudodiploria clivosa
0,B089,A8,OFAV,OFAV01,75,N,0,N,Orbicella faveolata
1,B089,A8,OFAV,OFAV01,75,N,0,N,Orbicella faveolata
2,B089,A8,OFAV,OFAV01,75,N,0,N,Orbicella faveolata
7,B089,A8,OFAV,OFAV01,75,Y,0,Y,Orbicella faveolata
14,B089,A8,OFAV,OFAV01,75,Y,3,Y,Orbicella faveolata
21,B089,A8,OFAV,OFAV01,75,N,0,Y,Orbicella faveolata
28,B089,A8,OFAV,OFAV01,75,N,0,Y,Orbicella faveolata
35,B089,A8,OFAV,OFAV01,75,NA,NA,Y,Orbicella faveolata
42,B089,A8,OFAV,OFAV01,75,NA,NA,Y,Orbicella faveolata
0,B089,A10,ACER,ACER01,76,N,0,N,Acropora cervicornis
1,B089,A10,ACER,ACER01,76,N,0,N,Acropora cervicornis
2,B089,A10,ACER,ACER01,76,N,0,N,Acropora cervicornis
7,B089,A10,ACER,ACER01,76,N,0,N,Acropora cervicornis
14,B089,A10,ACER,ACER01,76,N,0,N,Acropora cervicornis
21,B089,A10,ACER,ACER01,76,N,0,N,Acropora cervicornis
28,B089,A10,ACER,ACER01,76,N,0,N,Acropora cervicornis
35,B089,A10,ACER,ACER01,76,N,0,N,Acropora cervicornis
42,B089,A10,ACER,ACER01,76,NA,NA,N,Acropora cervicornis
0,B089,B1,PCLI,PCLI04,77,N,5,N,Pseudodiploria clivosa
1,B089,B1,PCLI,PCLI04,77,Y,20,Y,Pseudodiploria clivosa
2,B089,B1,PCLI,PCLI04,77,N,20,Y,Pseudodiploria clivosa
7,B089,B1,PCLI,PCLI04,77,N,20,Y,Pseudodiploria clivosa
14,B089,B1,PCLI,PCLI04,77,Y,20,Y,Pseudodiploria clivosa
21,B089,B1,PCLI,PCLI04,77,NA,20,Y,Pseudodiploria clivosa
28,B089,B1,PCLI,PCLI04,77,NA,20,Y,Pseudodiploria clivosa
35,B089,B1,PCLI,PCLI04,77,NA,20,Y,Pseudodiploria clivosa
42,B089,B1,PCLI,PCLI04,77,NA,NA,Y,Pseudodiploria clivosa
0,B089,B3,PSTR,PSTR06,78,N,0,N,Pseudodiploria strigosa
1,B089,B3,PSTR,PSTR06,78,Y,10,Y,Pseudodiploria strigosa
2,B089,B3,PSTR,PSTR06,78,N,10,Y,Pseudodiploria strigosa
7,B089,B3,PSTR,PSTR06,78,Y,10,Y,Pseudodiploria strigosa
14,B089,B3,PSTR,PSTR06,78,Y,10,Y,Pseudodiploria strigosa
21,B089,B3,PSTR,PSTR06,78,Y,10,Y,Pseudodiploria strigosa
28,B089,B3,PSTR,PSTR06,78,NA,10,Y,Pseudodiploria strigosa
35,B089,B3,PSTR,PSTR06,78,NA,10,Y,Pseudodiploria strigosa
42,B089,B3,PSTR,PSTR06,78,NA,NA,Y,Pseudodiploria strigosa
0,B089,B7,PAST,PAST02,79,N,0,N,Porites astreoides
1,B089,B7,PAST,PAST02,79,N,0,N,Porites astreoides
2,B089,B7,PAST,PAST02,79,N,0,N,Porites astreoides
7,B089,B7,PAST,PAST02,79,N,0,N,Porites astreoides
14,B089,B7,PAST,PAST02,79,N,0,N,Porites astreoides
21,B089,B7,PAST,PAST02,79,Y,25,Y,Porites astreoides
28,B089,B7,PAST,PAST02,79,NA,NA,Y,Porites astreoides
35,B089,B7,PAST,PAST02,79,NA,NA,Y,Porites astreoides
42,B089,B7,PAST,PAST02,79,NA,NA,Y,Porites astreoides
0,B089,B9,DLAB,DLAB02,80,N,0,N,Diploria labyrinthiformis
1,B089,B9,DLAB,DLAB02,80,N,0,N,Diploria labyrinthiformis
2,B089,B9,DLAB,DLAB02,80,N,0,N,Diploria labyrinthiformis
7,B089,B9,DLAB,DLAB02,80,N,0,N,Diploria labyrinthiformis
14,B089,B9,DLAB,DLAB02,80,N,0,N,Diploria labyrinthiformis
21,B089,B9,DLAB,DLAB02,80,N,0,N,Diploria labyrinthiformis
28,B089,B9,DLAB,DLAB02,80,N,0,N,Diploria labyrinthiformis
35,B089,B9,DLAB,DLAB02,80,N,0,N,Diploria labyrinthiformis
42,B089,B9,DLAB,DLAB02,80,NA,NA,N,Diploria labyrinthiformis
0,B089,C2,APAL,APAL03,81,N,0,N,Acropora palmata
1,B089,C2,APAL,APAL03,81,N,0,N,Acropora palmata
2,B089,C2,APAL,APAL03,81,N,0,N,Acropora palmata
7,B089,C2,APAL,APAL03,81,N,0,N,Acropora palmata
14,B089,C2,APAL,APAL03,81,N,0,N,Acropora palmata
21,B089,C2,APAL,APAL03,81,N,0,N,Acropora palmata
28,B089,C2,APAL,APAL03,81,N,0,N,Acropora palmata
35,B089,C2,APAL,APAL03,81,N,0,N,Acropora palmata
42,B089,C2,APAL,APAL03,81,NA,NA,N,Acropora palmata
0,B089,C4,ACER,ACER03,82,N,0,N,Acropora cervicornis
1,B089,C4,ACER,ACER03,82,N,0,N,Acropora cervicornis
2,B089,C4,ACER,ACER03,82,N,0,N,Acropora cervicornis
7,B089,C4,ACER,ACER03,82,N,0,N,Acropora cervicornis
14,B089,C4,ACER,ACER03,82,N,0,N,Acropora cervicornis
21,B089,C4,ACER,ACER03,82,N,0,N,Acropora cervicornis
28,B089,C4,ACER,ACER03,82,N,0,N,Acropora cervicornis
35,B089,C4,ACER,ACER03,82,N,0,N,Acropora cervicornis
42,B089,C4,ACER,ACER03,82,NA,NA,N,Acropora cervicornis
