Days,Tray,Position,Species,Genotype,UniqueCode,Predation,Mortality,Cumulative,Coral
7,B099,A6,PCLI,PCLI04,314,N,0,Y,Pseudodiploria clivosa
14,B099,A6,PCLI,PCLI04,314,Y,5,Y,Pseudodiploria clivosa
21,B099,A6,PCLI,PCLI04,314,NA,NA,Y,Pseudodiploria clivosa
28,B099,A6,PCLI,PCLI04,314,NA,NA,Y,Pseudodiploria clivosa
35,B099,A6,PCLI,PCLI04,314,NA,NA,Y,Pseudodiploria clivosa
42,B099,A6,PCLI,PCLI04,314,NA,NA,Y,Pseudodiploria clivosa
0,B099,A8,MCAV,MCAV06,315,N,0,N,Montastraea cavernosa
1,B099,A8,MCAV,MCAV06,315,N,0,N,Montastraea cavernosa
2,B099,A8,MCAV,MCAV06,315,NA,NA,N,Montastraea cavernosa
7,B099,A8,MCAV,MCAV06,315,Y,5,Y,Montastraea cavernosa
14,B099,A8,MCAV,MCAV06,315,Y,10,Y,Montastraea cavernosa
21,B099,A8,MCAV,MCAV06,315,Y,8,Y,Montastraea cavernosa
28,B099,A8,MCAV,MCAV06,315,NA,NA,Y,Montastraea cavernosa
35,B099,A8,MCAV,MCAV06,315,NA,NA,Y,Montastraea cavernosa
42,B099,A8,MCAV,MCAV06,315,NA,NA,Y,Montastraea cavernosa
0,B099,A10,DLAB,DLAB01,316,N,0,N,Diploria labyrinthiformis
1,B099,A10,DLAB,DLAB01,316,N,0,N,Diploria labyrinthiformis
2,B099,A10,DLAB,DLAB01,316,NA,NA,N,Diploria labyrinthiformis
7,B099,A10,DLAB,DLAB01,316,N,0,N,Diploria labyrinthiformis
14,B099,A10,DLAB,DLAB01,316,Y,50,Y,Diploria labyrinthiformis
21,B099,A10,DLAB,DLAB01,316,NA,NA,Y,Diploria labyrinthiformis
28,B099,A10,DLAB,DLAB01,316,NA,NA,Y,Diploria labyrinthiformis
35,B099,A10,DLAB,DLAB01,316,NA,NA,Y,Diploria labyrinthiformis
42,B099,A10,DLAB,DLAB01,316,NA,NA,Y,Diploria labyrinthiformis
0,B099,B1,MCAV,MCAV07,317,N,0,N,Montastraea cavernosa
1,B099,B1,MCAV,MCAV07,317,N,0,N,Montastraea cavernosa
2,B099,B1,MCAV,MCAV07,317,NA,NA,N,Montastraea cavernosa
7,B099,B1,MCAV,MCAV07,317,Y,5,Y,Montastraea cavernosa
14,B099,B1,MCAV,MCAV07,317,Y,5,Y,Montastraea cavernosa
21,B099,B1,MCAV,MCAV07,317,Y,5,Y,Montastraea cavernosa
28,B099,B1,MCAV,MCAV07,317,NA,NA,Y,Montastraea cavernosa
35,B099,B1,MCAV,MCAV07,317,NA,NA,Y,Montastraea cavernosa
42,B099,B1,MCAV,MCAV07,317,NA,NA,Y,Montastraea cavernosa
0,B099,B7,ACER,ACER02,318,N,0,N,Acropora cervicornis
1,B099,B7,ACER,ACER02,318,N,0,N,Acropora cervicornis
2,B099,B7,ACER,ACER02,318,NA,NA,N,Acropora cervicornis
7,B099,B7,ACER,ACER02,318,N,0,N,Acropora cervicornis
14,B099,B7,ACER,ACER02,318,N,0,N,Acropora cervicornis
21,B099,B7,ACER,ACER02,318,N,0,N,Acropora cervicornis
28,B099,B7,ACER,ACER02,318,NA,NA,N,Acropora cervicornis
35,B099,B7,ACER,ACER02,318,NA,NA,N,Acropora cervicornis
42,B099,B7,ACER,ACER02,318,NA,NA,N,Acropora cervicornis
0,B099,C2,APAL,APAL02,319,N,0,N,Acropora palmata
1,B099,C2,APAL,APAL02,319,N,0,N,Acropora palmata
2,B099,C2,APAL,APAL02,319,NA,NA,N,Acropora palmata
7,B099,C2,APAL,APAL02,319,N,0,N,Acropora palmata
14,B099,C2,APAL,APAL02,319,N,0,N,Acropora palmata
21,B099,C2,APAL,APAL02,319,N,0,N,Acropora palmata
28,B099,C2,APAL,APAL02,319,NA,NA,N,Acropora palmata
35,B099,C2,APAL,APAL02,319,NA,NA,N,Acropora palmata
42,B099,C2,APAL,APAL02,319,NA,NA,N,Acropora palmata
0,B099,C4,PCLI,PCLI02,320,N,0,N,Pseudodiploria clivosa
1,B099,C4,PCLI,PCLI02,320,N,0,N,Pseudodiploria clivosa
2,B099,C4,PCLI,PCLI02,320,NA,NA,N,Pseudodiploria clivosa
7,B099,C4,PCLI,PCLI02,320,N,0,N,Pseudodiploria clivosa
14,B099,C4,PCLI,PCLI02,320,Y,5,Y,Pseudodiploria clivosa
21,B099,C4,PCLI,PCLI02,320,NA,NA,Y,Pseudodiploria clivosa
28,B099,C4,PCLI,PCLI02,320,NA,NA,Y,Pseudodiploria clivosa
35,B099,C4,PCLI,PCLI02,320,NA,NA,Y,Pseudodiploria clivosa
42,B099,C4,PCLI,PCLI02,320,NA,NA,Y,Pseudodiploria clivosa
0,B099,C6,DLAB,DLAB02,321,N,0,N,Diploria labyrinthiformis
1,B099,C6,DLAB,DLAB02,321,N,0,N,Diploria labyrinthiformis
2,B099,C6,DLAB,DLAB02,321,NA,NA,N,Diploria labyrinthiformis
7,B099,C6,DLAB,DLAB02,321,N,0,N,Diploria labyrinthiformis
14,B099,C6,DLAB,DLAB02,321,N,0,N,Diploria labyrinthiformis
21,B099,C6,DLAB,DLAB02,321,N,0,N,Diploria labyrinthiformis
28,B099,C6,DLAB,DLAB02,321,NA,NA,N,Diploria labyrinthiformis
35,B099,C6,DLAB,DLAB02,321,NA,NA,N,Diploria labyrinthiformis
42,B099,C6,DLAB,DLAB02,321,NA,NA,N,Diploria labyrinthiformis
1,B099,C8,PPOR,PPOR01,322,Y,50,Y,Porites porites
2,B099,C8,PPOR,PPOR01,322,NA,50,Y,Porites porites
7,B099,C8,PPOR,PPOR01,322,NA,50,Y,Porites porites
14,B099,C8,PPOR,PPOR01,322,NA,50,Y,Porites porites
21,B099,C8,PPOR,PPOR01,322,NA,50,Y,Porites porites
28,B099,C8,PPOR,PPOR01,322,NA,50,Y,Porites porites
35,B099,C8,PPOR,PPOR01,322,NA,50,Y,Porites porites
42,B099,C8,PPOR,PPOR01,322,NA,50,Y,Porites porites
0,B099,C10,PAST,PAST02,323,N,0,N,Porites astreoides
1,B099,C10,PAST,PAST02,323,N,0,N,Porites astreoides
2,B099,C10,PAST,PAST02,323,NA,NA,N,Porites astreoides
7,B099,C10,PAST,PAST02,323,Y,20,Y,Porites astreoides
14,B099,C10,PAST,PAST02,323,NA,NA,Y,Porites astreoides
21,B099,C10,PAST,PAST02,323,NA,NA,Y,Porites astreoides
28,B099,C10,PAST,PAST02,323,NA,NA,Y,Porites astreoides
35,B099,C10,PAST,PAST02,323,NA,NA,Y,Porites astreoides
42,B099,C10,PAST,PAST02,323,NA,NA,Y,Porites astreoides
0,B099,E2,PAST,PAST01,324,N,0,N,Porites astreoides
1,B099,E2,PAST,PAST01,324,Y,0,Y,Porites astreoides
2,B099,E2,PAST,PAST01,324,NA,NA,Y,Porites astreoides
7,B099,E2,PAST,PAST01,324,Y,50,Y,Porites astreoides
14,B099,E2,PAST,PAST01,324,NA,NA,Y,Porites astreoides
21,B099,E2,PAST,PAST01,324,NA,NA,Y,Porites astreoides
28,B099,E2,PAST,PAST01,324,NA,NA,Y,Porites astreoides
35,B099,E2,PAST,PAST01,324,NA,NA,Y,Porites astreoides
42,B099,E2,PAST,PAST01,324,NA,NA,Y,Porites astreoides
0,B099,E4,PSTR,PSTR01,325,N,0,N,Pseudodiploria strigosa
1,B099,E4,PSTR,PSTR01,325,Y,5,Y,Pseudodiploria strigosa
2,B099,E4,PSTR,PSTR01,325,NA,NA,Y,Pseudodiploria strigosa
7,B099,E4,PSTR,PSTR01,325,Y,5,Y,Pseudodiploria strigosa
14,B099,E4,PSTR,PSTR01,325,Y,5,Y,Pseudodiploria strigosa
21,B099,E4,PSTR,PSTR01,325,Y,5,Y,Pseudodiploria strigosa
28,B099,E4,PSTR,PSTR01,325,NA,NA,Y,Pseudodiploria strigosa
35,B099,E4,PSTR,PSTR01,325,NA,NA,Y,Pseudodiploria strigosa
42,B099,E4,PSTR,PSTR01,325,NA,NA,Y,Pseudodiploria strigosa
0,B099,E6,OFAV,OFAV01,326,N,0,N,Orbicella faveolata
1,B099,E6,OFAV,OFAV01,326,N,0,N,Orbicella faveolata
2,B099,E6,OFAV,OFAV01,326,NA,NA,N,Orbicella faveolata
7,B099,E6,OFAV,OFAV01,326,Y,1,Y,Orbicella faveolata
14,B099,E6,OFAV,OFAV01,326,Y,5,Y,Orbicella faveolata
21,B099,E6,OFAV,OFAV01,326,Y,5,Y,Orbicella faveolata
28,B099,E6,OFAV,OFAV01,326,NA,NA,Y,Orbicella faveolata
35,B099,E6,OFAV,OFAV01,326,NA,NA,Y,Orbicella faveolata
42,B099,E6,OFAV,OFAV01,326,NA,NA,Y,Orbicella faveolata
0,B099,E8,APAL,APAL03,327,N,0,N,Acropora palmata
1,B099,E8,APAL,APAL03,327,N,0,N,Acropora palmata
2,B099,E8,APAL,APAL03,327,NA,NA,N,Acropora palmata
7,B099,E8,APAL,APAL03,327,N,0,N,Acropora palmata
14,B099,E8,APAL,APAL03,327,N,0,N,Acropora palmata
21,B099,E8,APAL,APAL03,327,N,0,N,Acropora palmata
28,B099,E8,APAL,APAL03,327,NA,NA,N,Acropora palmata
35,B099,E8,APAL,APAL03,327,NA,NA,N,Acropora palmata
42,B099,E8,APAL,APAL03,327,NA,NA,N,Acropora palmata
0,B099,F1,PCLI,PCLI01,328,N,0,N,Pseudodiploria clivosa
1,B099,F1,PCLI,PCLI01,328,Y,80,Y,Pseudodiploria clivosa
2,B099,F1,PCLI,PCLI01,328,NA,NA,Y,Pseudodiploria clivosa
7,B099,F1,PCLI,PCLI01,328,NA,NA,Y,Pseudodiploria clivosa
14,B099,F1,PCLI,PCLI01,328,NA,NA,Y,Pseudodiploria clivosa
21,B099,F1,PCLI,PCLI01,328,NA,NA,Y,Pseudodiploria clivosa
28,B099,F1,PCLI,PCLI01,328,NA,NA,Y,Pseudodiploria clivosa
35,B099,F1,PCLI,PCLI01,328,NA,NA,Y,Pseudodiploria clivosa
42,B099,F1,PCLI,PCLI01,328,NA,NA,Y,Pseudodiploria clivosa
0,B099,F5,ACER,ACER03,329,N,0,N,Acropora cervicornis
1,B099,F5,ACER,ACER03,329,N,0,N,Acropora cervicornis
2,B099,F5,ACER,ACER03,329,NA,NA,N,Acropora cervicornis
7,B099,F5,ACER,ACER03,329,N,0,N,Acropora cervicornis
14,B099,F5,ACER,ACER03,329,N,0,N,Acropora cervicornis
21,B099,F5,ACER,ACER03,329,N,0,N,Acropora cervicornis
28,B099,F5,ACER,ACER03,329,NA,NA,N,Acropora cervicornis
35,B099,F5,ACER,ACER03,329,NA,NA,N,Acropora cervicornis
42,B099,F5,ACER,ACER03,329,NA,NA,N,Acropora cervicornis
0,B099,F7,APAL,APAL01,330,N,0,N,Acropora palmata
1,B099,F7,APAL,APAL01,330,N,0,N,Acropora palmata
2,B099,F7,APAL,APAL01,330,NA,NA,N,Acropora palmata
7,B099,F7,APAL,APAL01,330,N,0,N,Acropora palmata
14,B099,F7,APAL,APAL01,330,N,0,N,Acropora palmata
21,B099,F7,APAL,APAL01,330,N,0,N,Acropora palmata
28,B099,F7,APAL,APAL01,330,NA,NA,N,Acropora palmata
35,B099,F7,APAL,APAL01,330,NA,NA,N,Acropora palmata
42,B099,F7,APAL,APAL01,330,NA,NA,N,Acropora palmata
0,B099,G2,ACER,ACER01,331,N,0,N,Acropora cervicornis
1,B099,G2,ACER,ACER01,331,N,0,N,Acropora cervicornis
2,B099,G2,ACER,ACER01,331,NA,NA,N,Acropora cervicornis
7,B099,G2,ACER,ACER01,331,N,0,N,Acropora cervicornis
14,B099,G2,ACER,ACER01,331,N,0,N,Acropora cervicornis
21,B099,G2,ACER,ACER01,331,N,0,N,Acropora cervicornis
28,B099,G2,ACER,ACER01,331,NA,NA,N,Acropora cervicornis
35,B099,G2,ACER,ACER01,331,NA,NA,N,Acropora cervicornis
42,B099,G2,ACER,ACER01,331,NA,NA,N,Acropora cervicornis
0,B099,G4,OFAV,OFAV04,332,N,0,N,Orbicella faveolata
1,B099,G4,OFAV,OFAV04,332,Y,1,Y,Orbicella faveolata
2,B099,G4,OFAV,OFAV04,332,NA,NA,Y,Orbicella faveolata
7,B099,G4,OFAV,OFAV04,332,Y,25,Y,Orbicella faveolata
14,B099,G4,OFAV,OFAV04,332,NA,NA,Y,Orbicella faveolata
21,B099,G4,OFAV,OFAV04,332,NA,NA,Y,Orbicella faveolata
28,B099,G4,OFAV,OFAV04,332,NA,NA,Y,Orbicella faveolata
35,B099,G4,OFAV,OFAV04,332,NA,NA,Y,Orbicella faveolata
42,B099,G4,OFAV,OFAV04,332,NA,NA,Y,Orbicella faveolata
0,B099,G6,MCAV,MCAV05,333,N,0,N,Montastraea cavernosa
1,B099,G6,MCAV,MCAV05,333,Y,10,Y,Montastraea cavernosa
2,B099,G6,MCAV,MCAV05,333,NA,NA,Y,Montastraea cavernosa
7,B099,G6,MCAV,MCAV05,333,Y,15,Y,Montastraea cavernosa
14,B099,G6,MCAV,MCAV05,333,Y,12,Y,Montastraea cavernosa
21,B099,G6,MCAV,MCAV05,333,Y,15,Y,Montastraea cavernosa
28,B099,G6,MCAV,MCAV05,333,NA,NA,Y,Montastraea cavernosa
35,B099,G6,MCAV,MCAV05,333,NA,NA,Y,Montastraea cavernosa
42,B099,G6,MCAV,MCAV05,333,NA,NA,Y,Montastraea cavernosa
0,B099,G8,PSTR,PSTR05,334,N,0,N,Pseudodiploria strigosa
1,B099,G8,PSTR,PSTR05,334,N,0,N,Pseudodiploria strigosa
2,B099,G8,PSTR,PSTR05,334,NA,NA,N,Pseudodiploria strigosa
7,B099,G8,PSTR,PSTR05,334,Y,95,Y,Pseudodiploria strigosa
14,B099,G8,PSTR,PSTR05,334,NA,NA,Y,Pseudodiploria strigosa
21,B099,G8,PSTR,PSTR05,334,NA,NA,Y,Pseudodiploria strigosa
28,B099,G8,PSTR,PSTR05,334,NA,NA,Y,Pseudodiploria strigosa
35,B099,G8,PSTR,PSTR05,334,NA,NA,Y,Pseudodiploria strigosa
42,B099,G8,PSTR,PSTR05,334,NA,NA,Y,Pseudodiploria strigosa
0,B099,G10,PSTR,PSTR01,335,N,0,N,Pseudodiploria strigosa
1,B099,G10,PSTR,PSTR01,335,N,0,N,Pseudodiploria strigosa
2,B099,G10,PSTR,PSTR01,335,NA,NA,N,Pseudodiploria strigosa
7,B099,G10,PSTR,PSTR01,335,Y,5,Y,Pseudodiploria strigosa
14,B099,G10,PSTR,PSTR01,335,Y,5,Y,Pseudodiploria strigosa
21,B099,G10,PSTR,PSTR01,335,Y,5,Y,Pseudodiploria strigosa
28,B099,G10,PSTR,PSTR01,335,NA,NA,Y,Pseudodiploria strigosa
35,B099,G10,PSTR,PSTR01,335,NA,NA,Y,Pseudodiploria strigosa
42,B099,G10,PSTR,PSTR01,335,NA,NA,Y,Pseudodiploria strigosa
0,B100,A2,PCLI,PCLI02,336,N,0,N,Pseudodiploria clivosa
1,B100,A2,PCLI,PCLI02,336,Y,1,Y,Pseudodiploria clivosa
2,B100,A2,PCLI,PCLI02,336,NA,NA,Y,Pseudodiploria clivosa
7,B100,A2,PCLI,PCLI02,336,Y,15,Y,Pseudodiploria clivosa
14,B100,A2,PCLI,PCLI02,336,Y,10,Y,Pseudodiploria clivosa
21,B100,A2,PCLI,PCLI02,336,NA,NA,Y,Pseudodiploria clivosa
28,B100,A2,PCLI,PCLI02,336,NA,NA,Y,Pseudodiploria clivosa
35,B100,A2,PCLI,PCLI02,336,NA,NA,Y,Pseudodiploria clivosa
42,B100,A2,PCLI,PCLI02,336,Y,5,Y,Pseudodiploria clivosa
0,B100,A4,ACER,ACER01,337,N,0,N,Acropora cervicornis
1,B100,A4,ACER,ACER01,337,N,0,N,Acropora cervicornis
2,B100,A4,ACER,ACER01,337,NA,NA,N,Acropora cervicornis
7,B100,A4,ACER,ACER01,337,N,0,N,Acropora cervicornis
14,B100,A4,ACER,ACER01,337,N,0,N,Acropora cervicornis
21,B100,A4,ACER,ACER01,337,N,0,N,Acropora cervicornis
28,B100,A4,ACER,ACER01,337,NA,NA,N,Acropora cervicornis
35,B100,A4,ACER,ACER01,337,NA,NA,N,Acropora cervicornis
42,B100,A4,ACER,ACER01,337,N,0,N,Acropora cervicornis
0,B100,A6,PAST,PAST01,338,N,0,N,Porites astreoides
1,B100,A6,PAST,PAST01,338,N,0,N,Porites astreoides
2,B100,A6,PAST,PAST01,338,NA,NA,N,Porites astreoides
7,B100,A6,PAST,PAST01,338,Y,20,Y,Porites astreoides
14,B100,A6,PAST,PAST01,338,NA,NA,Y,Porites astreoides
21,B100,A6,PAST,PAST01,338,NA,NA,Y,Porites astreoides
28,B100,A6,PAST,PAST01,338,NA,NA,Y,Porites astreoides
35,B100,A6,PAST,PAST01,338,NA,NA,Y,Porites astreoides
42,B100,A6,PAST,PAST01,338,NA,NA,Y,Porites astreoides
0,B100,A8,PCLI,PCLI01,339,N,0,N,Pseudodiploria clivosa
1,B100,A8,PCLI,PCLI01,339,Y,60,Y,Pseudodiploria clivosa
2,B100,A8,PCLI,PCLI01,339,NA,NA,Y,Pseudodiploria clivosa
7,B100,A8,PCLI,PCLI01,339,NA,NA,Y,Pseudodiploria clivosa
14,B100,A8,PCLI,PCLI01,339,NA,NA,Y,Pseudodiploria clivosa
21,B100,A8,PCLI,PCLI01,339,NA,NA,Y,Pseudodiploria clivosa
28,B100,A8,PCLI,PCLI01,339,NA,NA,Y,Pseudodiploria clivosa
35,B100,A8,PCLI,PCLI01,339,NA,NA,Y,Pseudodiploria clivosa
42,B100,A8,PCLI,PCLI01,339,NA,NA,Y,Pseudodiploria clivosa
0,B100,A10,OFAV,OFAV01,340,N,0,N,Orbicella faveolata
1,B100,A10,OFAV,OFAV01,340,Y,5,Y,Orbicella faveolata
2,B100,A10,OFAV,OFAV01,340,NA,NA,Y,Orbicella faveolata
7,B100,A10,OFAV,OFAV01,340,Y,5,Y,Orbicella faveolata
14,B100,A10,OFAV,OFAV01,340,Y,20,Y,Orbicella faveolata
21,B100,A10,OFAV,OFAV01,340,NA,NA,Y,Orbicella faveolata
28,B100,A10,OFAV,OFAV01,340,NA,NA,Y,Orbicella faveolata
35,B100,A10,OFAV,OFAV01,340,NA,NA,Y,Orbicella faveolata
42,B100,A10,OFAV,OFAV01,340,NA,NA,Y,Orbicella faveolata
0,B100,B1,MCAV,MCAV07,341,N,0,N,Montastraea cavernosa
1,B100,B1,MCAV,MCAV07,341,N,0,N,Montastraea cavernosa
2,B100,B1,MCAV,MCAV07,341,NA,NA,N,Montastraea cavernosa
7,B100,B1,MCAV,MCAV07,341,Y,5,Y,Montastraea cavernosa
14,B100,B1,MCAV,MCAV07,341,Y,20,Y,Montastraea cavernosa
21,B100,B1,MCAV,MCAV07,341,NA,NA,Y,Montastraea cavernosa
28,B100,B1,MCAV,MCAV07,341,NA,NA,Y,Montastraea cavernosa
35,B100,B1,MCAV,MCAV07,341,NA,NA,Y,Montastraea cavernosa
42,B100,B1,MCAV,MCAV07,341,Y,10,Y,Montastraea cavernosa
1,B100,B3,PAST,PAST02,342,Y,10,Y,Porites astreoides
2,B100,B3,PAST,PAST02,342,NA,NA,Y,Porites astreoides
7,B100,B3,PAST,PAST02,342,Y,90,Y,Porites astreoides
14,B100,B3,PAST,PAST02,342,NA,NA,Y,Porites astreoides
21,B100,B3,PAST,PAST02,342,NA,NA,Y,Porites astreoides
28,B100,B3,PAST,PAST02,342,NA,NA,Y,Porites astreoides
35,B100,B3,PAST,PAST02,342,NA,NA,Y,Porites astreoides
42,B100,B3,PAST,PAST02,342,NA,NA,Y,Porites astreoides
0,B100,B7,APAL,APAL,343,N,0,N,Acropora palmata
1,B100,B7,APAL,APAL,343,N,0,N,Acropora palmata
2,B100,B7,APAL,APAL,343,NA,NA,N,Acropora palmata
7,B100,B7,APAL,APAL,343,N,0,N,Acropora palmata
14,B100,B7,APAL,APAL,343,N,0,N,Acropora palmata
21,B100,B7,APAL,APAL,343,N,0,N,Acropora palmata
28,B100,B7,APAL,APAL,343,NA,NA,N,Acropora palmata
35,B100,B7,APAL,APAL,343,NA,NA,N,Acropora palmata
42,B100,B7,APAL,APAL,343,NA,NA,N,Acropora palmata
0,B100,B9,PSTR,PSTR06,344,N,0,N,Pseudodiploria strigosa
1,B100,B9,PSTR,PSTR06,344,Y,30,Y,Pseudodiploria strigosa
2,B100,B9,PSTR,PSTR06,344,NA,30,Y,Pseudodiploria strigosa
7,B100,B9,PSTR,PSTR06,344,NA,30,Y,Pseudodiploria strigosa
14,B100,B9,PSTR,PSTR06,344,NA,30,Y,Pseudodiploria strigosa
21,B100,B9,PSTR,PSTR06,344,NA,30,Y,Pseudodiploria strigosa
28,B100,B9,PSTR,PSTR06,344,NA,30,Y,Pseudodiploria strigosa
35,B100,B9,PSTR,PSTR06,344,NA,30,Y,Pseudodiploria strigosa
42,B100,B9,PSTR,PSTR06,344,NA,30,Y,Pseudodiploria strigosa
0,B100,C2,APAL,APAL,345,N,0,N,Acropora palmata
1,B100,C2,APAL,APAL,345,N,0,N,Acropora palmata
2,B100,C2,APAL,APAL,345,NA,NA,N,Acropora palmata
7,B100,C2,APAL,APAL,345,N,0,N,Acropora palmata
14,B100,C2,APAL,APAL,345,N,0,N,Acropora palmata
21,B100,C2,APAL,APAL,345,N,0,N,Acropora palmata
28,B100,C2,APAL,APAL,345,NA,NA,N,Acropora palmata
35,B100,C2,APAL,APAL,345,NA,NA,N,Acropora palmata
42,B100,C2,APAL,APAL,345,NA,NA,N,Acropora palmata
0,B100,C4,DLAB,DLAB01,346,N,0,N,Diploria labyrinthiformis
1,B100,C4,DLAB,DLAB01,346,N,0,N,Diploria labyrinthiformis
2,B100,C4,DLAB,DLAB01,346,NA,NA,N,Diploria labyrinthiformis
7,B100,C4,DLAB,DLAB01,346,N,0,N,Diploria labyrinthiformis
14,B100,C4,DLAB,DLAB01,346,Y,15,Y,Diploria labyrinthiformis
21,B100,C4,DLAB,DLAB01,346,Y,15,Y,Diploria labyrinthiformis
28,B100,C4,DLAB,DLAB01,346,NA,NA,Y,Diploria labyrinthiformis
35,B100,C4,DLAB,DLAB01,346,NA,NA,Y,Diploria labyrinthiformis
42,B100,C4,DLAB,DLAB01,346,NA,NA,Y,Diploria labyrinthiformis
0,B100,C6,MCAV,MCAV06,347,N,0,N,Montastraea cavernosa
1,B100,C6,MCAV,MCAV06,347,N,0,N,Montastraea cavernosa
2,B100,C6,MCAV,MCAV06,347,NA,NA,N,Montastraea cavernosa
7,B100,C6,MCAV,MCAV06,347,Y,5,Y,Montastraea cavernosa
14,B100,C6,MCAV,MCAV06,347,Y,15,Y,Montastraea cavernosa
21,B100,C6,MCAV,MCAV06,347,NA,NA,Y,Montastraea cavernosa
28,B100,C6,MCAV,MCAV06,347,NA,NA,Y,Montastraea cavernosa
35,B100,C6,MCAV,MCAV06,347,NA,NA,Y,Montastraea cavernosa
42,B100,C6,MCAV,MCAV06,347,N,0,Y,Montastraea cavernosa
0,B100,E4,OFAV,OFAV05,348,N,0,N,Orbicella faveolata
1,B100,E4,OFAV,OFAV05,348,N,0,N,Orbicella faveolata
2,B100,E4,OFAV,OFAV05,348,NA,NA,N,Orbicella faveolata
7,B100,E4,OFAV,OFAV05,348,Y,5,Y,Orbicella faveolata
14,B100,E4,OFAV,OFAV05,348,Y,20,Y,Orbicella faveolata
21,B100,E4,OFAV,OFAV05,348,NA,NA,Y,Orbicella faveolata
28,B100,E4,OFAV,OFAV05,348,NA,NA,Y,Orbicella faveolata
35,B100,E4,OFAV,OFAV05,348,NA,NA,Y,Orbicella faveolata
42,B100,E4,OFAV,OFAV05,348,NA,NA,Y,Orbicella faveolata
0,B100,E6,PSTR,PSTR01,349,N,0,N,Pseudodiploria strigosa
1,B100,E6,PSTR,PSTR01,349,N,0,N,Pseudodiploria strigosa
2,B100,E6,PSTR,PSTR01,349,NA,NA,N,Pseudodiploria strigosa
7,B100,E6,PSTR,PSTR01,349,N,0,N,Pseudodiploria strigosa
14,B100,E6,PSTR,PSTR01,349,Y,10,Y,Pseudodiploria strigosa
21,B100,E6,PSTR,PSTR01,349,Y,10,Y,Pseudodiploria strigosa
28,B100,E6,PSTR,PSTR01,349,NA,NA,Y,Pseudodiploria strigosa
35,B100,E6,PSTR,PSTR01,349,NA,NA,Y,Pseudodiploria strigosa
42,B100,E6,PSTR,PSTR01,349,N,0,Y,Pseudodiploria strigosa
0,B100,E8,PAST,PAST03,350,N,0,N,Porites astreoides
1,B100,E8,PAST,PAST03,350,N,0,N,Porites astreoides
2,B100,E8,PAST,PAST03,350,NA,NA,N,Porites astreoides
7,B100,E8,PAST,PAST03,350,Y,10,Y,Porites astreoides
14,B100,E8,PAST,PAST03,350,Y,15,Y,Porites astreoides
21,B100,E8,PAST,PAST03,350,Y,20,Y,Porites astreoides
28,B100,E8,PAST,PAST03,350,NA,NA,Y,Porites astreoides
35,B100,E8,PAST,PAST03,350,NA,NA,Y,Porites astreoides
42,B100,E8,PAST,PAST03,350,NA,NA,Y,Porites astreoides
1,B100,E10,APAL,APAL01,351,N,0,N,Acropora palmata
2,B100,E10,APAL,APAL01,351,NA,NA,N,Acropora palmata
7,B100,E10,APAL,APAL01,351,N,0,N,Acropora palmata
14,B100,E10,APAL,APAL01,351,N,0,N,Acropora palmata
21,B100,E10,APAL,APAL01,351,N,0,N,Acropora palmata
28,B100,E10,APAL,APAL01,351,NA,NA,N,Acropora palmata
35,B100,E10,APAL,APAL01,351,NA,NA,N,Acropora palmata
42,B100,E10,APAL,APAL01,351,NA,NA,N,Acropora palmata
0,B100,F1,OFAV,OFAV04,352,N,0,N,Orbicella faveolata
1,B100,F1,OFAV,OFAV04,352,Y,1,Y,Orbicella faveolata
2,B100,F1,OFAV,OFAV04,352,NA,NA,Y,Orbicella faveolata
7,B100,F1,OFAV,OFAV04,352,Y,15,Y,Orbicella faveolata
14,B100,F1,OFAV,OFAV04,352,Y,20,Y,Orbicella faveolata
21,B100,F1,OFAV,OFAV04,352,NA,NA,Y,Orbicella faveolata
28,B100,F1,OFAV,OFAV04,352,NA,NA,Y,Orbicella faveolata
35,B100,F1,OFAV,OFAV04,352,NA,NA,Y,Orbicella faveolata
42,B100,F1,OFAV,OFAV04,352,NA,NA,Y,Orbicella faveolata
0,B100,F3,PSTR,PSTR05,353,N,0,N,Pseudodiploria strigosa
1,B100,F3,PSTR,PSTR05,353,Y,5,Y,Pseudodiploria strigosa
2,B100,F3,PSTR,PSTR05,353,NA,NA,Y,Pseudodiploria strigosa
7,B100,F3,PSTR,PSTR05,353,Y,100,Y,Pseudodiploria strigosa
14,B100,F3,PSTR,PSTR05,353,NA,100,Y,Pseudodiploria strigosa
21,B100,F3,PSTR,PSTR05,353,NA,100,Y,Pseudodiploria strigosa
28,B100,F3,PSTR,PSTR05,353,NA,100,Y,Pseudodiploria strigosa
35,B100,F3,PSTR,PSTR05,353,NA,100,Y,Pseudodiploria strigosa
42,B100,F3,PSTR,PSTR05,353,NA,100,Y,Pseudodiploria strigosa
0,B100,F7,MCAV,MCAV05,354,N,0,N,Montastraea cavernosa
1,B100,F7,MCAV,MCAV05,354,Y,5,Y,Montastraea cavernosa
2,B100,F7,MCAV,MCAV05,354,NA,NA,Y,Montastraea cavernosa
7,B100,F7,MCAV,MCAV05,354,Y,1,Y,Montastraea cavernosa
14,B100,F7,MCAV,MCAV05,354,Y,10,Y,Montastraea cavernosa
21,B100,F7,MCAV,MCAV05,354,Y,10,Y,Montastraea cavernosa
28,B100,F7,MCAV,MCAV05,354,NA,NA,Y,Montastraea cavernosa
35,B100,F7,MCAV,MCAV05,354,NA,NA,Y,Montastraea cavernosa
